id	area	invariant	formalism	artifact	formal_symbol	proof_strength	property_suite	property_name	implementation_state	model_evidence
E4-BIS-ROCQ-018	unbounded-semantics	accepted relation certificate complete	rocq	proofs/coq/algorithms/StrongBisimulation.v	accepted_relation_certificate_complete	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-019	unbounded-semantics	accepted relation certificate exact	rocq	proofs/coq/algorithms/StrongBisimulation.v	accepted_relation_certificate_exact	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-020	unbounded-semantics	color formula certifies color block	rocq	proofs/coq/algorithms/StrongBisimulation.v	color_formula_certifies_color_block	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-021	unbounded-semantics	diamond formula certifies preimage	rocq	proofs/coq/algorithms/StrongBisimulation.v	diamond_formula_certifies_preimage	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-022	unbounded-semantics	and formula certifies intersection	rocq	proofs/coq/algorithms/StrongBisimulation.v	and_formula_certifies_intersection	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-023	unbounded-semantics	not formula certifies complement	rocq	proofs/coq/algorithms/StrongBisimulation.v	not_formula_certifies_complement	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-024	unbounded-semantics	initial colors have certificates	rocq	proofs/coq/algorithms/StrongBisimulation.v	initial_colors_have_certificates	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-025	unbounded-semantics	safe split preserves class certificates	rocq	proofs/coq/algorithms/StrongBisimulation.v	safe_split_preserves_class_certificates	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-026	unbounded-semantics	replayed classes have characteristic formulas	rocq	proofs/coq/algorithms/StrongBisimulation.v	replayed_classes_have_characteristic_formulas	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-027	unbounded-semantics	separated states have distinguishing formula	rocq	proofs/coq/algorithms/StrongBisimulation.v	separated_states_have_distinguishing_formula	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-028	unbounded-semantics	accepted certificate decides with witness	rocq	proofs/coq/algorithms/StrongBisimulation.v	accepted_certificate_decides_with_witness	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-029	unbounded-semantics	edge validb spec	rocq	proofs/coq/algorithms/StrongBisimulation.v	edge_validb_spec	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_duplicate_transitions_preserve_canonical_relation	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-030	unbounded-semantics	edges validb spec	rocq	proofs/coq/algorithms/StrongBisimulation.v	edges_validb_spec	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-031	unbounded-semantics	malformed source is rejected	rocq	proofs/coq/algorithms/StrongBisimulation.v	malformed_source_is_rejected	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_source_is_rejected	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-032	unbounded-semantics	malformed target is rejected	rocq	proofs/coq/algorithms/StrongBisimulation.v	malformed_target_is_rejected	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_target_is_rejected	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-033	unbounded-semantics	validated source is indexable	rocq	proofs/coq/algorithms/StrongBisimulation.v	validated_source_is_indexable	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_source_is_rejected	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-034	unbounded-semantics	validated target is indexable	rocq	proofs/coq/algorithms/StrongBisimulation.v	validated_target_is_indexable	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_target_is_rejected	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-035	unbounded-semantics	vector domain validb spec	rocq	proofs/coq/algorithms/StrongBisimulation.v	vector_domain_validb_spec	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_color_vector_length_is_total	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-036	unbounded-semantics	short vector is rejected	rocq	proofs/coq/algorithms/StrongBisimulation.v	short_vector_is_rejected	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_color_vector_length_is_total	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-037	unbounded-semantics	long vector is rejected	rocq	proofs/coq/algorithms/StrongBisimulation.v	long_vector_is_rejected	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_color_vector_length_is_total	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-038	unbounded-semantics	query index validb spec	rocq	proofs/coq/algorithms/StrongBisimulation.v	query_index_validb_spec	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_color_vector_length_is_total	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-039	unbounded-semantics	validated lts cannot contain malformed endpoint	rocq	proofs/coq/algorithms/StrongBisimulation.v	validated_lts_cannot_contain_malformed_endpoint	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_target_is_rejected	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-040	unbounded-semantics	relation at is exact	rocq	proofs/coq/algorithms/StrongBisimulation.v	relation_at_is_exact	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-041	unbounded-semantics	canonical relation matrix outer length	rocq	proofs/coq/algorithms/StrongBisimulation.v	canonical_relation_matrix_outer_length	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_empty_lts_is_valid_and_canonical	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-042	unbounded-semantics	canonical relation matrix inner length	rocq	proofs/coq/algorithms/StrongBisimulation.v	canonical_relation_matrix_inner_length	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_injective_label_relabeling_preserves_relation	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-043	unbounded-semantics	canonical relation matrix invariant under injective relabeling	rocq	proofs/coq/algorithms/StrongBisimulation.v	canonical_relation_matrix_invariant_under_injective_relabeling	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_injective_label_relabeling_preserves_relation	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-044	unbounded-semantics	relation at invariant under injective relabeling	rocq	proofs/coq/algorithms/StrongBisimulation.v	relation_at_invariant_under_injective_relabeling	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_injective_label_relabeling_preserves_relation	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-045	unbounded-semantics	strict refinement terminates	rocq	proofs/coq/algorithms/StrongBisimulation.v	strict_refinement_terminates	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_adversarial_discrete_partition_has_no_whole_rescan	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-046	unbounded-semantics	smaller half power bound	rocq	proofs/coq/algorithms/StrongBisimulation.v	smaller_half_power_bound	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-047	unbounded-semantics	smaller half charge is logarithmic	rocq	proofs/coq/algorithms/StrongBisimulation.v	smaller_half_charge_is_logarithmic	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_resource_account_respects_quasilinear_work_and_linear_heap	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-048	unbounded-semantics	charge sum bounded	rocq	proofs/coq/algorithms/StrongBisimulation.v	charge_sum_bounded	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_resource_account_respects_quasilinear_work_and_linear_heap	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-049	unbounded-semantics	valid account has no whole partition rescans	rocq	proofs/coq/algorithms/StrongBisimulation.v	valid_account_has_no_whole_partition_rescans	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_adversarial_discrete_partition_has_no_whole_rescan	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-050	unbounded-semantics	valid account has constant native stack	rocq	proofs/coq/algorithms/StrongBisimulation.v	valid_account_has_constant_native_stack	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_deep_chain_is_stack_safe_on_small_native_stack	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-051	unbounded-semantics	valid account work is quasilinear	rocq	proofs/coq/algorithms/StrongBisimulation.v	valid_account_work_is_quasilinear	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_resource_account_respects_quasilinear_work_and_linear_heap	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-052	unbounded-semantics	valid account core heap is linear	rocq	proofs/coq/algorithms/StrongBisimulation.v	valid_account_core_heap_is_linear	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_resource_account_respects_quasilinear_work_and_linear_heap	required-red-before-production	kernel-checked-proof-term
E4-BIS-ROCQ-053	unbounded-semantics	valid account witness dag is quasilinear	rocq	proofs/coq/algorithms/StrongBisimulation.v	valid_account_witness_dag_is_quasilinear	rocq-universal	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	kernel-checked-proof-term
E4-BIS-TLA-001	finite-lifecycle	type ok	tla+	proofs/tla/StrongBisimulationLifecycle.tla	TypeOK	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-002	finite-lifecycle	invalid input rejected	tla+	proofs/tla/StrongBisimulationLifecycle.tla	InvalidInputRejected	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_source_is_rejected	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-003	finite-lifecycle	indexed endpoints valid	tla+	proofs/tla/StrongBisimulationLifecycle.tla	IndexedEndpointsValid	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_target_is_rejected	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-004	finite-lifecycle	relation refines colors	tla+	proofs/tla/StrongBisimulationLifecycle.tla	RelationRefinesColors	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-005	finite-lifecycle	relation is reflexive	tla+	proofs/tla/StrongBisimulationLifecycle.tla	RelationIsReflexive	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-006	finite-lifecycle	relation is symmetric	tla+	proofs/tla/StrongBisimulationLifecycle.tla	RelationIsSymmetric	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-007	finite-lifecycle	history sound	tla+	proofs/tla/StrongBisimulationLifecycle.tla	HistorySound	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-008	finite-lifecycle	history chains	tla+	proofs/tla/StrongBisimulationLifecycle.tla	HistoryChains	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-009	finite-lifecycle	refinement terminates	tla+	proofs/tla/StrongBisimulationLifecycle.tla	RefinementTerminates	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_adversarial_discrete_partition_has_no_whole_rescan	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-010	finite-lifecycle	accepted stable	tla+	proofs/tla/StrongBisimulationLifecycle.tla	AcceptedStable	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-011	finite-lifecycle	accepted matches oracle	tla+	proofs/tla/StrongBisimulationLifecycle.tla	AcceptedMatchesOracle	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-012	finite-lifecycle	canonical output exact	tla+	proofs/tla/StrongBisimulationLifecycle.tla	CanonicalOutputExact	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_transition_permutation_preserves_canonical_relation	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-013	finite-lifecycle	witness complete	tla+	proofs/tla/StrongBisimulationLifecycle.tla	WitnessComplete	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-014	finite-lifecycle	witness sound	tla+	proofs/tla/StrongBisimulationLifecycle.tla	WitnessSound	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-TLA-015	finite-lifecycle	eventually terminal	tla+	proofs/tla/StrongBisimulationLifecycle.tla	EventuallyTerminal	tlc-finite-exhaustive	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_deep_chain_is_stack_safe_on_small_native_stack	required-red-before-production	four-config-exhaustive-state-space
E4-BIS-SMT-001	decidable-boundary	e4 bis smt malformed source rejected	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-MALFORMED-SOURCE-REJECTED	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_source_is_rejected	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-002	decidable-boundary	e4 bis smt malformed target rejected	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-MALFORMED-TARGET-REJECTED	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_malformed_target_is_rejected	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-003	decidable-boundary	e4 bis smt malformed label rejected	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-MALFORMED-LABEL-REJECTED	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_color_vector_length_is_total	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-004	decidable-boundary	e4 bis smt valid edge witness	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-VALID-EDGE-WITNESS	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_duplicate_transitions_preserve_canonical_relation	required-red-before-production	z3-expected-sat
E4-BIS-SMT-005	decidable-boundary	e4 bis smt self loop not deadlock	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-SELF-LOOP-NOT-DEADLOCK	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-006	decidable-boundary	e4 bis smt valid stable partition witness	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-VALID-STABLE-PARTITION-WITNESS	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_exhaustive_small_system_matches_independent_fixed_point	required-red-before-production	z3-expected-sat
E4-BIS-SMT-007	decidable-boundary	e4 bis smt certificate cannot drop transferable pair	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-CERTIFICATE-CANNOT-DROP-TRANSFERABLE-PAIR	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-008	decidable-boundary	e4 bis smt removal witness is sound	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-REMOVAL-WITNESS-IS-SOUND	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-009	decidable-boundary	e4 bis smt separation witness is complete	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-SEPARATION-WITNESS-IS-COMPLETE	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-010	decidable-boundary	e4 bis smt injective relabeling preserves canonical relation	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-INJECTIVE-RELABELING-PRESERVES-CANONICAL-RELATION	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_injective_label_relabeling_preserves_relation	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-011	decidable-boundary	e4 bis smt strict refinement makes progress	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-STRICT-REFINEMENT-MAKES-PROGRESS	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_certificate_replay_reconstructs_exact_partition	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-012	decidable-boundary	e4 bis smt charged work is quasilinear	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-CHARGED-WORK-IS-QUASILINEAR	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_resource_account_respects_quasilinear_work_and_linear_heap	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-013	decidable-boundary	e4 bis smt core heap is linear	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-CORE-HEAP-IS-LINEAR	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_resource_account_respects_quasilinear_work_and_linear_heap	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-014	decidable-boundary	e4 bis smt native stack is constant	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-NATIVE-STACK-IS-CONSTANT	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_deep_chain_is_stack_safe_on_small_native_stack	required-red-before-production	z3-expected-unsat
E4-BIS-SMT-015	decidable-boundary	e4 bis smt valid resource witness	smt	proofs/smt/vco-e4-strong-bisimulation.smt2	E4-BIS-SMT-VALID-RESOURCE-WITNESS	z3-decidable-control	proofs/required_red/strong_bisimulation/tests/contracts.rs	prop_non_equivalent_pair_has_sound_distinguishing_witness	required-red-before-production	z3-expected-sat
