id	area	invariant	formalism	artifact	formal_symbol	declaration_kind	proof_strength	property_suite	property_name	implementation_state
E4-LAZY-S-004	finite-boundary	single owner	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-SINGLE-OWNER	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_single_owner	required-red-before-production
E4-LAZY-S-005	finite-boundary	normal begin cannot retry	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-NORMAL-BEGIN-CANNOT-RETRY	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_normal_begin_cannot_retry	required-red-before-production
E4-LAZY-S-006	finite-boundary	nonretryable terminal	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-NONRETRYABLE-FAILURE-TERMINAL	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_nonretryable_failure_terminal	required-red-before-production
E4-LAZY-S-007	finite-boundary	cancellation blocks begin	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-CANCELLATION-BLOCKS-BEGIN	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_cancellation_blocks_begin	required-red-before-production
E4-LAZY-S-008	finite-boundary	stale completion blocked	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-STALE-COMPLETION-BLOCKED	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_stale_completion_blocked	required-red-before-production
E4-LAZY-S-009	finite-boundary	stale observation blocked	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-STALE-OBSERVATION-BLOCKED	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_stale_observation_blocked	required-red-before-production
E4-LAZY-S-010	finite-boundary	wrong owner blocked	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-WRONG-OWNER-CANNOT-COMPLETE	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_wrong_owner_cannot_complete	required-red-before-production
E4-LAZY-S-011	finite-boundary	classification exclusive	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-EMPTY-NONEMPTY-CLASSIFICATION-EXCLUSIVE	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_classification_exclusive	required-red-before-production
E4-LAZY-S-012	finite-boundary	precancel no attempt	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-PRECANCEL-DOES-NOT-ATTEMPT	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_precancel_does_not_attempt	required-red-before-production
E4-LAZY-S-013	finite-boundary	reset witness	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-RESET-WITNESS	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_reset_witness	required-red-before-production
E4-LAZY-S-014	finite-boundary	explicit retry witness	smt	proofs/smt/vco-e4-lazy-expansion.smt2	E4-LAZY-SMT-VALID-EXPLICIT-RETRY-WITNESS	query	z3-finite-boundary	tests/lazy_expansion_smt_properties.rs	prop_smt_valid_explicit_retry_witness	required-red-before-production
