id	area	invariant	formalism	artifact	formal_symbol	declaration_kind	proof_strength	property_suite	property_name	implementation_state
E7-DF-027	dataflow-migration	stable run is constant after	rocq	proofs/coq/domain_integration/DataflowMigration.v	stable_run_is_constant_after	lemma	rocq-unbounded	tests/libcpg_dataflow_migration_properties.rs	prop_stable_run_is_constant_after	required-red-before-production
E7-DF-028	dataflow-migration	completed outputs are unique	rocq	proofs/coq/domain_integration/DataflowMigration.v	completed_outputs_are_unique	theorem	rocq-unbounded	tests/libcpg_dataflow_migration_properties.rs	prop_completed_outputs_are_unique	required-red-before-production
E7-DF-029	dataflow-migration	larger budget preserves completed output	rocq	proofs/coq/domain_integration/DataflowMigration.v	larger_budget_preserves_completed_output	theorem	rocq-unbounded	tests/libcpg_dataflow_migration_properties.rs	prop_larger_budget_preserves_completed_output	required-red-before-production
E7-DF-030	dataflow-migration	incomplete at	rocq	proofs/coq/domain_integration/DataflowMigration.v	incomplete_at	definition	formal-definition	tests/libcpg_dataflow_migration_properties.rs	prop_incomplete_at	required-red-before-production
E7-DF-031	dataflow-migration	higher budget incomplete implies lower budget incomplete	rocq	proofs/coq/domain_integration/DataflowMigration.v	higher_budget_incomplete_implies_lower_budget_incomplete	theorem	rocq-unbounded	tests/libcpg_dataflow_migration_properties.rs	prop_higher_budget_incomplete_implies_lower_budget_incomplete	required-red-before-production
E7-DF-032	dataflow-migration	worklist phase	rocq	proofs/coq/domain_integration/DataflowMigration.v	worklist_phase	inductive	formal-type	tests/libcpg_dataflow_migration_properties.rs	prop_worklist_phase	required-red-before-production
E7-DF-033	dataflow-migration	heap worklist state	rocq	proofs/coq/domain_integration/DataflowMigration.v	heap_worklist_state	record	formal-type	tests/libcpg_dataflow_migration_properties.rs	prop_heap_worklist_state	required-red-before-production
E7-DF-034	dataflow-migration	worklist control is finite	rocq	proofs/coq/domain_integration/DataflowMigration.v	worklist_control_is_finite	theorem	rocq-unbounded	tests/libcpg_dataflow_migration_properties.rs	prop_worklist_control_is_finite	required-red-before-production
E7-GQ-001	graph-quotient	reachable	rocq	proofs/coq/domain_integration/GraphQuotient.v	reachable	inductive	formal-type	tests/libcpg_graph_quotient_properties.rs	prop_reachable	required-red-before-production
E7-GQ-002	graph-quotient	reachable transitive	rocq	proofs/coq/domain_integration/GraphQuotient.v	reachable_transitive	lemma	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_reachable_transitive	required-red-before-production
E7-GQ-003	graph-quotient	edge is reachable	rocq	proofs/coq/domain_integration/GraphQuotient.v	edge_is_reachable	lemma	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_edge_is_reachable	required-red-before-production
E7-GQ-004	graph-quotient	quotient partition is total	rocq	proofs/coq/domain_integration/GraphQuotient.v	quotient_partition_is_total	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_quotient_partition_is_total	required-red-before-production
E7-GQ-005	graph-quotient	quotient fibers are nonempty	rocq	proofs/coq/domain_integration/GraphQuotient.v	quotient_fibers_are_nonempty	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_quotient_fibers_are_nonempty	required-red-before-production
E7-GQ-006	graph-quotient	quotient fibers are disjoint	rocq	proofs/coq/domain_integration/GraphQuotient.v	quotient_fibers_are_disjoint	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_quotient_fibers_are_disjoint	required-red-before-production
E7-GQ-007	graph-quotient	quotient identifies exactly mutual reachability	rocq	proofs/coq/domain_integration/GraphQuotient.v	quotient_identifies_exactly_mutual_reachability	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_quotient_identifies_exactly_mutual_reachability	required-red-before-production
E7-GQ-008	graph-quotient	original cross edge induces quotient edge	rocq	proofs/coq/domain_integration/GraphQuotient.v	original_cross_edge_induces_quotient_edge	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_original_cross_edge_induces_quotient_edge	required-red-before-production
E7-GQ-009	graph-quotient	every quotient edge has original witness	rocq	proofs/coq/domain_integration/GraphQuotient.v	every_quotient_edge_has_original_witness	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_every_quotient_edge_has_original_witness	required-red-before-production
E7-GQ-010	graph-quotient	condensation has no self edges	rocq	proofs/coq/domain_integration/GraphQuotient.v	condensation_has_no_self_edges	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_condensation_has_no_self_edges	required-red-before-production
E7-GQ-011	graph-quotient	condensation path	rocq	proofs/coq/domain_integration/GraphQuotient.v	condensation_path	inductive	formal-type	tests/libcpg_graph_quotient_properties.rs	prop_condensation_path	required-red-before-production
E7-GQ-012	graph-quotient	condensation path lifts	rocq	proofs/coq/domain_integration/GraphQuotient.v	condensation_path_lifts	lemma	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_condensation_path_lifts	required-red-before-production
E7-GQ-013	graph-quotient	condensation is acyclic	rocq	proofs/coq/domain_integration/GraphQuotient.v	condensation_is_acyclic	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_condensation_is_acyclic	required-red-before-production
E7-GQ-014	graph-quotient	rename component is injective	rocq	proofs/coq/domain_integration/GraphQuotient.v	rename_component_is_injective	lemma	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_rename_component_is_injective	required-red-before-production
E7-GQ-015	graph-quotient	unrename component is injective	rocq	proofs/coq/domain_integration/GraphQuotient.v	unrename_component_is_injective	lemma	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_unrename_component_is_injective	required-red-before-production
E7-GQ-016	graph-quotient	quotient fibers commute with renaming	rocq	proofs/coq/domain_integration/GraphQuotient.v	quotient_fibers_commute_with_renaming	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_quotient_fibers_commute_with_renaming	required-red-before-production
E7-GQ-017	graph-quotient	condensation edges commute with renaming	rocq	proofs/coq/domain_integration/GraphQuotient.v	condensation_edges_commute_with_renaming	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_condensation_edges_commute_with_renaming	required-red-before-production
E7-GQ-018	graph-quotient	validated csr import work	rocq	proofs/coq/domain_integration/GraphQuotient.v	validated_csr_import_work	definition	formal-definition	tests/libcpg_graph_quotient_properties.rs	prop_validated_csr_import_work	required-red-before-production
E7-GQ-019	graph-quotient	validated csr import is strictly linear	rocq	proofs/coq/domain_integration/GraphQuotient.v	validated_csr_import_is_strictly_linear	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_validated_csr_import_is_strictly_linear	required-red-before-production
E7-GQ-020	graph-quotient	graph adapter phase	rocq	proofs/coq/domain_integration/GraphQuotient.v	graph_adapter_phase	inductive	formal-type	tests/libcpg_graph_quotient_properties.rs	prop_graph_adapter_phase	required-red-before-production
E7-GQ-021	graph-quotient	graph adapter control is finite	rocq	proofs/coq/domain_integration/GraphQuotient.v	graph_adapter_control_is_finite	theorem	rocq-unbounded	tests/libcpg_graph_quotient_properties.rs	prop_graph_adapter_control_is_finite	required-red-before-production
E7-EA-001	evidence-assurance	evidence index	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	evidence_index	record	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_evidence_index	required-red-before-production
E7-EA-002	evidence-assurance	same evidence index	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	same_evidence_index	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_same_evidence_index	required-red-before-production
E7-EA-003	evidence-assurance	assurance precision	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	assurance_precision	inductive	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_assurance_precision	required-red-before-production
E7-EA-004	evidence-assurance	assurance completeness	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	assurance_completeness	inductive	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_assurance_completeness	required-red-before-production
E7-EA-005	evidence-assurance	candidate report	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	candidate_report	record	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_candidate_report	required-red-before-production
E7-EA-006	evidence-assurance	exact guarantee	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	exact_guarantee	record	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_exact_guarantee	required-red-before-production
E7-EA-007	evidence-assurance	generator complete	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	generator_complete	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_generator_complete	required-red-before-production
E7-EA-008	evidence-assurance	confirmer sound	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	confirmer_sound	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_confirmer_sound	required-red-before-production
E7-EA-009	evidence-assurance	confirmer complete	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	confirmer_complete	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_confirmer_complete	required-red-before-production
E7-EA-010	evidence-assurance	accepted member	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	accepted_member	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_accepted_member	required-red-before-production
E7-EA-011	evidence-assurance	exact publication certificate	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	exact_publication_certificate	record	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_exact_publication_certificate	required-red-before-production
E7-EA-012	evidence-assurance	same evidence index reflexive	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	same_evidence_index_reflexive	lemma	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_same_evidence_index_reflexive	required-red-before-production
E7-EA-013	evidence-assurance	same evidence index symmetric	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	same_evidence_index_symmetric	lemma	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_same_evidence_index_symmetric	required-red-before-production
E7-EA-014	evidence-assurance	same evidence index transitive	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	same_evidence_index_transitive	lemma	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_same_evidence_index_transitive	required-red-before-production
E7-EA-015	evidence-assurance	same index preserves reference	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	same_index_preserves_reference	lemma	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_same_index_preserves_reference	required-red-before-production
E7-EA-016	evidence-assurance	certified publication is sound	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	certified_publication_is_sound	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_certified_publication_is_sound	required-red-before-production
E7-EA-017	evidence-assurance	certified publication equals reference	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	certified_publication_equals_reference	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_certified_publication_equals_reference	required-red-before-production
E7-EA-018	evidence-assurance	subject mismatch is stale	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	subject_mismatch_is_stale	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_subject_mismatch_is_stale	required-red-before-production
E7-EA-019	evidence-assurance	snapshot mismatch is stale	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	snapshot_mismatch_is_stale	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_snapshot_mismatch_is_stale	required-red-before-production
E7-EA-020	evidence-assurance	configuration mismatch is stale	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	configuration_mismatch_is_stale	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_configuration_mismatch_is_stale	required-red-before-production
E7-EA-021	evidence-assurance	tool mismatch is stale	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	tool_mismatch_is_stale	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_tool_mismatch_is_stale	required-red-before-production
E7-EA-022	evidence-assurance	environment mismatch is stale	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	environment_mismatch_is_stale	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_environment_mismatch_is_stale	required-red-before-production
E7-EA-023	evidence-assurance	approximate report cannot have exact certificate	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	approximate_report_cannot_have_exact_certificate	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_approximate_report_cannot_have_exact_certificate	required-red-before-production
E7-EA-024	evidence-assurance	incomplete report cannot have exact certificate	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	incomplete_report_cannot_have_exact_certificate	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_incomplete_report_cannot_have_exact_certificate	required-red-before-production
E7-EA-025	evidence-assurance	untrusted guarantee cannot have exact certificate	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	untrusted_guarantee_cannot_have_exact_certificate	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_untrusted_guarantee_cannot_have_exact_certificate	required-red-before-production
E7-EA-026	evidence-assurance	result digest mismatch rejects guarantee	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	result_digest_mismatch_rejects_guarantee	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_result_digest_mismatch_rejects_guarantee	required-red-before-production
E7-EA-027	evidence-assurance	stale report rejects exact publication	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	stale_report_rejects_exact_publication	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_stale_report_rejects_exact_publication	required-red-before-production
E7-EA-028	evidence-assurance	stale guarantee rejects exact publication	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	stale_guarantee_rejects_exact_publication	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_stale_guarantee_rejects_exact_publication	required-red-before-production
E7-EA-029	evidence-assurance	candidate self confirmation is rejected	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	candidate_self_confirmation_is_rejected	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_candidate_self_confirmation_is_rejected	required-red-before-production
E7-EA-030	evidence-assurance	compose precision	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	compose_precision	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_compose_precision	required-red-before-production
E7-EA-031	evidence-assurance	compose completeness	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	compose_completeness	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_compose_completeness	required-red-before-production
E7-EA-032	evidence-assurance	composed exactness has no promotion	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	composed_exactness_has_no_promotion	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_composed_exactness_has_no_promotion	required-red-before-production
E7-EA-033	evidence-assurance	composed completeness has no promotion	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	composed_completeness_has_no_promotion	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_composed_completeness_has_no_promotion	required-red-before-production
E7-EA-034	evidence-assurance	evidence validation phase	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	evidence_validation_phase	inductive	formal-type	tests/libcpg_evidence_assurance_properties.rs	prop_evidence_validation_phase	required-red-before-production
E7-EA-035	evidence-assurance	evidence validation control is finite	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	evidence_validation_control_is_finite	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_evidence_validation_control_is_finite	required-red-before-production
E7-EA-036	evidence-assurance	never independent	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	never_independent	definition	formal-definition	tests/libcpg_evidence_assurance_properties.rs	prop_never_independent	required-red-before-production
E7-EA-037	evidence-assurance	distinct actor names do not establish independence	rocq	proofs/coq/domain_integration/EvidenceAssurance.v	distinct_actor_names_do_not_establish_independence	theorem	rocq-unbounded	tests/libcpg_evidence_assurance_properties.rs	prop_distinct_actor_names_do_not_establish_independence	required-red-before-production
E7-LC-001	evidence-lifecycle	type ok	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	TypeOK	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_type_ok	required-red-before-production
E7-LC-002	evidence-lifecycle	captured index is stable	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	CapturedIndexIsStable	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_captured_index_is_stable	required-red-before-production
E7-LC-003	evidence-lifecycle	exact publication requires all evidence	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	ExactPublicationRequiresAllEvidence	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_exact_publication_requires_all_evidence	required-red-before-production
E7-LC-004	evidence-lifecycle	subject staleness blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	SubjectStalenessBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_subject_staleness_blocks_exact	required-red-before-production
E7-LC-005	evidence-lifecycle	snapshot staleness blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	SnapshotStalenessBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_snapshot_staleness_blocks_exact	required-red-before-production
E7-LC-006	evidence-lifecycle	configuration staleness blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	ConfigurationStalenessBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_configuration_staleness_blocks_exact	required-red-before-production
E7-LC-007	evidence-lifecycle	tool staleness blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	ToolStalenessBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_tool_staleness_blocks_exact	required-red-before-production
E7-LC-008	evidence-lifecycle	environment staleness blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	EnvironmentStalenessBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_environment_staleness_blocks_exact	required-red-before-production
E7-LC-009	evidence-lifecycle	guarantee index mismatch blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	GuaranteeIndexMismatchBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_guarantee_index_mismatch_blocks_exact	required-red-before-production
E7-LC-010	evidence-lifecycle	digest mismatch blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	DigestMismatchBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_digest_mismatch_blocks_exact	required-red-before-production
E7-LC-011	evidence-lifecycle	untrusted guarantee blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	UntrustedGuaranteeBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_untrusted_guarantee_blocks_exact	required-red-before-production
E7-LC-012	evidence-lifecycle	dependent guarantee blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	DependentGuaranteeBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_dependent_guarantee_blocks_exact	required-red-before-production
E7-LC-013	evidence-lifecycle	self confirmation blocks exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	SelfConfirmationBlocksExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_self_confirmation_blocks_exact	required-red-before-production
E7-LC-014	evidence-lifecycle	distinct names are insufficient	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	DistinctNamesAreInsufficient	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_distinct_names_are_insufficient	required-red-before-production
E7-LC-015	evidence-lifecycle	incomplete never publishes exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	IncompleteNeverPublishesExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_incomplete_never_publishes_exact	required-red-before-production
E7-LC-016	evidence-lifecycle	approximate never publishes exact	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	ApproximateNeverPublishesExact	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_approximate_never_publishes_exact	required-red-before-production
E7-LC-017	evidence-lifecycle	published has classified outcome	tla+	proofs/tla/LibcpgEvidenceLifecycle.tla	PublishedHasClassifiedOutcome	invariant	tlc-finite-exhaustive	tests/libcpg_evidence_lifecycle_properties.rs	prop_published_has_classified_outcome	required-red-before-production
E7-SM-001	finite-boundary	dataflow join	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-DATAFLOW-JOIN	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_dataflow_join	required-red-before-production
E7-SM-002	finite-boundary	ifds order	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-IFDS-ORDER	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_ifds_order	required-red-before-production
