id	area	invariant	formalism	artifact	formal_symbol	declaration_kind	proof_strength	property_suite	property_name	implementation_state
E9-CA-004	canonical-artifact	manifest bit permutation	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	manifest_bit_permutation	lemma	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_manifest_bit_permutation	required-red-before-production
E9-CA-005	canonical-artifact	canonical manifest permutation invariant	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	canonical_manifest_permutation_invariant	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_canonical_manifest_permutation_invariant	required-red-before-production
E9-CA-006	canonical-artifact	manifest bit duplicate invariant	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	manifest_bit_duplicate_invariant	lemma	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_manifest_bit_duplicate_invariant	required-red-before-production
E9-CA-007	canonical-artifact	canonical manifest duplicate invariant	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	canonical_manifest_duplicate_invariant	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_canonical_manifest_duplicate_invariant	required-red-before-production
E9-CA-008	canonical-artifact	artifact identity	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	artifact_identity	record	formal-type	tests/canonical_artifact_properties.rs	prop_artifact_identity	required-red-before-production
E9-CA-009	canonical-artifact	artifact identity valid	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	artifact_identity_valid	definition	formal-definition	tests/canonical_artifact_properties.rs	prop_artifact_identity_valid	required-red-before-production
E9-CA-010	canonical-artifact	valid artifact binds uri	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	valid_artifact_binds_uri	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_valid_artifact_binds_uri	required-red-before-production
E9-CA-011	canonical-artifact	valid artifact binds observed digest	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	valid_artifact_binds_observed_digest	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_valid_artifact_binds_observed_digest	required-red-before-production
E9-CA-012	canonical-artifact	valid artifact binds observed size	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	valid_artifact_binds_observed_size	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_valid_artifact_binds_observed_size	required-red-before-production
E9-CA-013	canonical-artifact	digest tamper rejects artifact	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	digest_tamper_rejects_artifact	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_digest_tamper_rejects_artifact	required-red-before-production
E9-CA-014	canonical-artifact	size tamper rejects artifact	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	size_tamper_rejects_artifact	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_size_tamper_rejects_artifact	required-red-before-production
E9-CA-015	canonical-artifact	provider descriptor material	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	provider_descriptor_material	record	formal-type	tests/canonical_artifact_properties.rs	prop_provider_descriptor_material	required-red-before-production
E9-CA-016	canonical-artifact	same provider descriptor	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	same_provider_descriptor	definition	formal-definition	tests/canonical_artifact_properties.rs	prop_same_provider_descriptor	required-red-before-production
E9-CA-017	canonical-artifact	descriptor build change changes identity	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	descriptor_build_change_changes_identity	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_descriptor_build_change_changes_identity	required-red-before-production
E9-CA-018	canonical-artifact	descriptor capability change changes identity	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	descriptor_capability_change_changes_identity	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_descriptor_capability_change_changes_identity	required-red-before-production
E9-CA-019	canonical-artifact	evidence binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	evidence_binding	record	formal-type	tests/canonical_artifact_properties.rs	prop_evidence_binding	required-red-before-production
E9-CA-020	canonical-artifact	same evidence binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	same_evidence_binding	definition	formal-definition	tests/canonical_artifact_properties.rs	prop_same_evidence_binding	required-red-before-production
E9-CA-021	canonical-artifact	same evidence binding reflexive	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	same_evidence_binding_reflexive	lemma	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_same_evidence_binding_reflexive	required-red-before-production
E9-CA-022	canonical-artifact	same evidence binding symmetric	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	same_evidence_binding_symmetric	lemma	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_same_evidence_binding_symmetric	required-red-before-production
E9-CA-023	canonical-artifact	same evidence binding transitive	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	same_evidence_binding_transitive	lemma	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_same_evidence_binding_transitive	required-red-before-production
E9-CA-024	canonical-artifact	snapshot mismatch is stale binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	snapshot_mismatch_is_stale_binding	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_snapshot_mismatch_is_stale_binding	required-red-before-production
E9-CA-025	canonical-artifact	configuration mismatch is stale binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	configuration_mismatch_is_stale_binding	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_configuration_mismatch_is_stale_binding	required-red-before-production
E9-CA-026	canonical-artifact	provider mismatch is stale binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	provider_mismatch_is_stale_binding	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_provider_mismatch_is_stale_binding	required-red-before-production
E9-CA-027	canonical-artifact	environment mismatch is stale binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	environment_mismatch_is_stale_binding	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_environment_mismatch_is_stale_binding	required-red-before-production
E9-CA-028	canonical-artifact	input mismatch is stale binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	input_mismatch_is_stale_binding	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_input_mismatch_is_stale_binding	required-red-before-production
E9-CA-029	canonical-artifact	result mismatch is stale binding	rocq	proofs/coq/domain_integration/CanonicalArtifact.v	result_mismatch_is_stale_binding	theorem	rocq-unbounded	tests/canonical_artifact_properties.rs	prop_result_mismatch_is_stale_binding	required-red-before-production
E9-PB-001	provider-boundary	actor identity	rocq	proofs/coq/domain_integration/ProviderBoundary.v	actor_identity	record	formal-type	tests/provider_boundary_properties.rs	prop_actor_identity	required-red-before-production
E9-PB-002	provider-boundary	policy independent	rocq	proofs/coq/domain_integration/ProviderBoundary.v	policy_independent	definition	formal-definition	tests/provider_boundary_properties.rs	prop_policy_independent	required-red-before-production
E9-PB-003	provider-boundary	policy independence is irreflexive	rocq	proofs/coq/domain_integration/ProviderBoundary.v	policy_independence_is_irreflexive	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_policy_independence_is_irreflexive	required-red-before-production
E9-PB-004	provider-boundary	shared control domain is dependent	rocq	proofs/coq/domain_integration/ProviderBoundary.v	shared_control_domain_is_dependent	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_shared_control_domain_is_dependent	required-red-before-production
E9-PB-005	provider-boundary	distinct names do not imply independence	rocq	proofs/coq/domain_integration/ProviderBoundary.v	distinct_names_do_not_imply_independence	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_distinct_names_do_not_imply_independence	required-red-before-production
E9-PB-006	provider-boundary	candidate report	rocq	proofs/coq/domain_integration/ProviderBoundary.v	candidate_report	record	formal-type	tests/provider_boundary_properties.rs	prop_candidate_report	required-red-before-production
E9-PB-007	provider-boundary	independent guarantee	rocq	proofs/coq/domain_integration/ProviderBoundary.v	independent_guarantee	record	formal-type	tests/provider_boundary_properties.rs	prop_independent_guarantee	required-red-before-production
E9-PB-008	provider-boundary	exact publication certificate	rocq	proofs/coq/domain_integration/ProviderBoundary.v	exact_publication_certificate	record	formal-type	tests/provider_boundary_properties.rs	prop_exact_publication_certificate	required-red-before-production
E9-PB-009	provider-boundary	exact publication has exact candidate	rocq	proofs/coq/domain_integration/ProviderBoundary.v	exact_publication_has_exact_candidate	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_exact_publication_has_exact_candidate	required-red-before-production
E9-PB-010	provider-boundary	approximate candidate cannot self promote	rocq	proofs/coq/domain_integration/ProviderBoundary.v	approximate_candidate_cannot_self_promote	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_approximate_candidate_cannot_self_promote	required-red-before-production
E9-PB-011	provider-boundary	incomplete candidate cannot self promote	rocq	proofs/coq/domain_integration/ProviderBoundary.v	incomplete_candidate_cannot_self_promote	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_incomplete_candidate_cannot_self_promote	required-red-before-production
E9-PB-012	provider-boundary	stale candidate rejects exact	rocq	proofs/coq/domain_integration/ProviderBoundary.v	stale_candidate_rejects_exact	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_stale_candidate_rejects_exact	required-red-before-production
E9-PB-013	provider-boundary	stale guarantee rejects exact	rocq	proofs/coq/domain_integration/ProviderBoundary.v	stale_guarantee_rejects_exact	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_stale_guarantee_rejects_exact	required-red-before-production
E9-PB-014	provider-boundary	untrusted guarantee rejects exact	rocq	proofs/coq/domain_integration/ProviderBoundary.v	untrusted_guarantee_rejects_exact	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_untrusted_guarantee_rejects_exact	required-red-before-production
E9-PB-015	provider-boundary	dependent guarantee rejects exact	rocq	proofs/coq/domain_integration/ProviderBoundary.v	dependent_guarantee_rejects_exact	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_dependent_guarantee_rejects_exact	required-red-before-production
E9-PB-016	provider-boundary	self confirmation rejects exact	rocq	proofs/coq/domain_integration/ProviderBoundary.v	self_confirmation_rejects_exact	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_self_confirmation_rejects_exact	required-red-before-production
E9-PB-017	provider-boundary	boundary party	rocq	proofs/coq/domain_integration/ProviderBoundary.v	boundary_party	inductive	formal-type	tests/provider_boundary_properties.rs	prop_boundary_party	required-red-before-production
E9-PB-018	provider-boundary	access surface	rocq	proofs/coq/domain_integration/ProviderBoundary.v	access_surface	inductive	formal-type	tests/provider_boundary_properties.rs	prop_access_surface	required-red-before-production
E9-PB-019	provider-boundary	lawful dependency	rocq	proofs/coq/domain_integration/ProviderBoundary.v	lawful_dependency	definition	formal-definition	tests/provider_boundary_properties.rs	prop_lawful_dependency	required-red-before-production
E9-PB-020	provider-boundary	lawful dependency is one way public	rocq	proofs/coq/domain_integration/ProviderBoundary.v	lawful_dependency_is_one_way_public	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_lawful_dependency_is_one_way_public	required-red-before-production
E9-PB-021	provider-boundary	reverse dependency is forbidden	rocq	proofs/coq/domain_integration/ProviderBoundary.v	reverse_dependency_is_forbidden	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_reverse_dependency_is_forbidden	required-red-before-production
E9-PB-022	provider-boundary	private internals are forbidden	rocq	proofs/coq/domain_integration/ProviderBoundary.v	private_internals_are_forbidden	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_private_internals_are_forbidden	required-red-before-production
E9-PB-023	provider-boundary	native owner	rocq	proofs/coq/domain_integration/ProviderBoundary.v	native_owner	inductive	formal-type	tests/provider_boundary_properties.rs	prop_native_owner	required-red-before-production
E9-PB-024	provider-boundary	native handle	rocq	proofs/coq/domain_integration/ProviderBoundary.v	native_handle	record	formal-type	tests/provider_boundary_properties.rs	prop_native_handle	required-red-before-production
E9-PB-025	provider-boundary	borrow handle	rocq	proofs/coq/domain_integration/ProviderBoundary.v	borrow_handle	definition	formal-definition	tests/provider_boundary_properties.rs	prop_borrow_handle	required-red-before-production
E9-PB-026	provider-boundary	release borrow	rocq	proofs/coq/domain_integration/ProviderBoundary.v	release_borrow	definition	formal-definition	tests/provider_boundary_properties.rs	prop_release_borrow	required-red-before-production
E9-PB-027	provider-boundary	destroy handle	rocq	proofs/coq/domain_integration/ProviderBoundary.v	destroy_handle	definition	formal-definition	tests/provider_boundary_properties.rs	prop_destroy_handle	required-red-before-production
E9-PB-028	provider-boundary	borrow preserves owner	rocq	proofs/coq/domain_integration/ProviderBoundary.v	borrow_preserves_owner	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_borrow_preserves_owner	required-red-before-production
E9-PB-029	provider-boundary	release preserves owner	rocq	proofs/coq/domain_integration/ProviderBoundary.v	release_preserves_owner	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_release_preserves_owner	required-red-before-production
E9-PB-030	provider-boundary	release never underflows	rocq	proofs/coq/domain_integration/ProviderBoundary.v	release_never_underflows	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_release_never_underflows	required-red-before-production
E9-PB-031	provider-boundary	only provider destroys unborrowed live handle	rocq	proofs/coq/domain_integration/ProviderBoundary.v	only_provider_destroys_unborrowed_live_handle	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_only_provider_destroys_unborrowed_live_handle	required-red-before-production
E9-PB-032	provider-boundary	boundary control phase	rocq	proofs/coq/domain_integration/ProviderBoundary.v	boundary_control_phase	inductive	formal-type	tests/provider_boundary_properties.rs	prop_boundary_control_phase	required-red-before-production
E9-PB-033	provider-boundary	boundary control is finite	rocq	proofs/coq/domain_integration/ProviderBoundary.v	boundary_control_is_finite	theorem	rocq-unbounded	tests/provider_boundary_properties.rs	prop_boundary_control_is_finite	required-red-before-production
E9-LC-001	provider-lifecycle	type ok	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	TypeOK	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_type_ok	required-red-before-production
E9-LC-002	provider-lifecycle	captured identity is stable	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	CapturedIdentityIsStable	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_captured_identity_is_stable	required-red-before-production
E9-LC-003	provider-lifecycle	adaptation preserves status	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	AdaptationPreservesStatus	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_adaptation_preserves_status	required-red-before-production
E9-LC-004	provider-lifecycle	adaptation preserves limitations	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	AdaptationPreservesLimitations	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_adaptation_preserves_limitations	required-red-before-production
E9-LC-005	provider-lifecycle	approximation carries limitations	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ApproximationCarriesLimitations	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_approximation_carries_limitations	required-red-before-production
E9-LC-006	provider-lifecycle	incomplete preserves reason	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	IncompletePreservesReason	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_incomplete_preserves_reason	required-red-before-production
E9-LC-007	provider-lifecycle	incomplete not cacheable	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	IncompleteNotCacheable	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_incomplete_not_cacheable	required-red-before-production
E9-LC-008	provider-lifecycle	exact publication requires exact result	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ExactPublicationRequiresExactResult	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_exact_publication_requires_exact_result	required-red-before-production
E9-LC-009	provider-lifecycle	exact publication requires fresh binding	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ExactPublicationRequiresFreshBinding	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_exact_publication_requires_fresh_binding	required-red-before-production
E9-LC-010	provider-lifecycle	exact publication requires trusted guarantee	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ExactPublicationRequiresTrustedGuarantee	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_exact_publication_requires_trusted_guarantee	required-red-before-production
E9-LC-011	provider-lifecycle	self confirmation blocks exact	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	SelfConfirmationBlocksExact	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_self_confirmation_blocks_exact	required-red-before-production
E9-LC-012	provider-lifecycle	dependent guarantee blocks exact	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	DependentGuaranteeBlocksExact	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_dependent_guarantee_blocks_exact	required-red-before-production
E9-LC-013	provider-lifecycle	exact publication requires independent domain	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ExactPublicationRequiresIndependentDomain	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_exact_publication_requires_independent_domain	required-red-before-production
E9-LC-014	provider-lifecycle	approximate never publishes exact	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ApproximateNeverPublishesExact	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_approximate_never_publishes_exact	required-red-before-production
E9-LC-015	provider-lifecycle	incomplete never publishes exact	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	IncompleteNeverPublishesExact	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_incomplete_never_publishes_exact	required-red-before-production
E9-LC-016	provider-lifecycle	cache contains only complete	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	CacheContainsOnlyComplete	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_cache_contains_only_complete	required-red-before-production
E9-LC-017	provider-lifecycle	native ownership balanced	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	NativeOwnershipBalanced	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_native_ownership_balanced	required-red-before-production
E9-LC-018	provider-lifecycle	release is terminal	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	ReleaseIsTerminal	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_release_is_terminal	required-red-before-production
E9-LC-019	provider-lifecycle	terminal outcome is classified	tla+	proofs/tla/ProviderBoundaryLifecycle.tla	TerminalOutcomeIsClassified	invariant	tlc-finite-exhaustive	tests/provider_boundary_lifecycle_properties.rs	prop_terminal_outcome_is_classified	required-red-before-production
E9-SM-001	finite-boundary	incomplete map no promotion	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-INCOMPLETE-MAP-NO-PROMOTION	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_incomplete_map_no_promotion	required-red-before-production
E9-SM-002	finite-boundary	approximate map no promotion	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-APPROXIMATE-MAP-NO-PROMOTION	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_approximate_map_no_promotion	required-red-before-production
E9-SM-003	finite-boundary	incomplete not cacheable	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-INCOMPLETE-NOT-CACHEABLE	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_incomplete_not_cacheable	required-red-before-production
